show_id,type,title,cast,release_year,duration,listed_in,description,platform,min,season
s125,Movie,Underdog,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",2007,85 min,"Action-Adventure, Family, Parody",A super-powered beagle tries to save Capital City from a mad scientist.,disney,85,min
s126,TV Show,Dr. K's Exotic Animal ER,"Dr. Susan Kelleher, Art Edmonds",2014,9 Seasons,"Animals & Nature, Docuseries, Family",Dedicated veterinarians treat a colorful array of exotic pets in south Florida.,disney,9,Seasons
s127,TV Show,Gigantosaurus,"Dylan Schombing, Áine Sunderland, Nahanni Mitchell, Nicholas Holmes",2018,2 Seasons,"Action-Adventure, Animation, Kids",Four dinos explore the mystery of the Gigantosaurus!,disney,2,Seasons
s128,TV Show,Life Below Zero: Next Generation,Mocean Melvin,2020,2 Seasons,"Action-Adventure, Animals & Nature, Docuseries",The next generation of Alaskans struggle to survive without modern-day comforts.,disney,2,Seasons
s129,Movie,Eragon,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund",2006,104 min,"Action-Adventure, Family, Fantasy","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",disney,104,min
s130,TV Show,Growing Up Animal,Tracee Ellis Ross,2021,1 Season,"Animals & Nature, Docuseries, Family",Magical stories of baby animals on the journey from womb to the wild.,disney,1,Season
s131,Movie,Fantastic Four,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington",2005,106 min,"Action-Adventure, Family, Science Fiction",Four astronauts develop superpowers and must join forces to protect mankind from doom.,disney,106,min
s132,Movie,X-Men,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",2000,105 min,"Action-Adventure, Family, Science Fiction","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",disney,105,min
s133,TV Show,America's Funniest Home Videos: Animal Edition,Alfonso Ribeiro,2021,1 Season,Reality,NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show,disney,1,Season
s134,TV Show,Chicken Squad,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",2021,1 Season,"Animation, Kids, Police/Cop",BAGAWK! Say hello to the Chicken Squad.,disney,1,Season
s135,TV Show,Disney Presents Goofy in How to Stay at Home,"Bill Farmer, Corey Burton",2021,1 Season,"Animation, Comedy, Family","Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios.",disney,1,Season
s136,TV Show,Gabby Duran And The Unsittables,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",2018,2 Seasons,"Comedy, Family, Science Fiction","Meet Gabby Duran, your average alien-babysitting girl.",disney,2,Seasons
s137,TV Show,What If...?,sin dato,2021,1 Season,"Action-Adventure, Animation, Anthology",“What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.,disney,1,Season
s138,Movie,Beverly Hills Chihuahua 2,"George Lopez, Odette Yustman, Miguel Ferrer, Ernie Hudson, Loretta Devine, Jon Huertas",2011,88 min,"Action-Adventure, Comedy, Family","Papi and Chloe, those talking Chihuahuas, are back... with a few surprises.",disney,88,min
s139,Movie,Beverly Hills Chihuahua 3: Viva La Fiesta!,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny",2012,92 min,"Comedy, Coming of Age, Family","Papi plans a ""Quince"" for the littlest member of his pack.",disney,92,min
s140,Movie,Killer Shark vs Killer Whale,Edward Marcoux,2021,44 min,"Animals & Nature, Documentary",Orcas attack white sharks for their livers leaving scientists baffled.,disney,44,min
s141,Movie,Mrs. Doubtfire,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",1993,126 min,"Comedy, Drama",An eccentric dad dresses as a British nanny so he can care for his kids at the home of their mother.,disney,126,min
s142,TV Show,Cesar Millan: Better Human Better Dog,Dustin Rubin,2021,1 Season,"Animals & Nature, Docuseries, Family",Renowned Dog Behaviorist Cesar Millan transforms dogs and pet parents.,disney,1,Season
s143,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,sin dato,2020,2 Seasons,"Animation, Anthology, Family",Welcome to Short Circuit - an experimental short film program at Disney Animation.,disney,2,Seasons
s144,Movie,Built for Mars: The Perseverance Rover,Steven French,2021,88 min,Documentary,BUILT FOR MARS: THE PERSEVERANCE ROVER follows the birth of the Perseverance rover.,disney,88,min
s145,Movie,Garfield,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",2004,82 min,"Comedy, Family","Garfield lures Odie out of the house but once he's lost, Garfield springs into action to save him.",disney,82,min
s146,TV Show,Chip 'n' Dale: Park Life,"Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso",2021,1 Season,"Animation, Buddy, Comedy",Two tiny chipmunks have huge adventures while trying to live the good life in a big city park.,disney,1,Season
s147,TV Show,Critter Fixers: Country Vets,Sullivan Jones,2020,2 Seasons,"Animals & Nature, Docuseries, Family",Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.,disney,2,Seasons
s148,TV Show,Disney Junior T.O.T.S.,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",2018,2 Seasons,"Animation, Buddy, Kids",Pip and Freddy are new Junior Fliers at T.O.T.S.!,disney,2,Seasons
s149,TV Show,Mickey Mouse Funhouse,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén",2021,1 Season,"Animation, Kids",Mickey Mouse Funhouse is filled with silly adventure!,disney,1,Season
s150,TV Show,Minnie's Bow-Toons: Party Palace Pals,"Tress MacNeille, Nika Futterman, Kaitlyn Robrock",2021,1 Season,"Animation, Kids",Minnie and Daisy open a party planning business!,disney,1,Season
s151,TV Show,Turning the Tables with Robin Roberts,Robin Roberts,2021,1 Season,Talk Show,Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.,disney,1,Season
s152,Movie,Ice Age: The Meltdown,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah",2006,94 min,"Animation, Comedy, Family","Manny, Sid, Diego and Scrat join forces with new friends to save the valley from an epic flood.",disney,94,min
s153,Movie,Playing with Sharks,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",2021,91 min,"Animals & Nature, Biographical, Documentary","""Playing with Sharks"" captures the life of conservationist Valerie Taylor.",disney,91,min
s154,Movie,Shark vs. Surfer,Billy Lloyd,2020,44 min,"Animals & Nature, Documentary",Shark vs. Surfer visits shark-infested surf spots to relive the harrowing encounters.,disney,44,min
s155,Movie,Shark vs. Whale,Ted Stewart,2020,44 min,"Animals & Nature, Documentary",Marine biologist Ryan Johnson discovers rare behavior of a whale attacking a great white.,disney,44,min
s156,Movie,Stuntman,Eddie Braun,2021,87 min,Documentary,Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.,disney,87,min
s157,Movie,Walking with Dinosaurs: The Movie,"John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe",2013,88 min,"Action-Adventure, Family, Fantasy",A young dinosaur named Patchi must find his courage to lead the herd.,disney,88,min
s158,Movie,What the Shark?,Robert Davi,2020,44 min,"Animals & Nature, Documentary",What the Shark? dives deep into the environments where adaptation is critical to survival.,disney,44,min
s159,TV Show,Behind the Attraction,Paget Brewster,2021,1 Season,"Docuseries, Family",Behind the Attraction takes you on a wild ride behind Disney Parks' most iconic attractions!,disney,1,Season
s160,TV Show,Disney The Owl House,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman",2020,2 Seasons,"Action-Adventure, Animation, Anime",Luz stumbles upon a portal to a magical new world.,disney,2,Seasons
s161,TV Show,Meet Spidey and His Amazing Friends (Shorts),"Ben Valic, Melanie Minichino",2021,1 Season,"Action-Adventure, Animation, Kids",Meet the friends that help Spidey save the day!,disney,1,Season
s162,TV Show,Mission Force One,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",2017,1 Season,"Action-Adventure, Animation, Kids",Five kids form an elite team to protect the universe!,disney,1,Season
s163,TV Show,Turner & Hooch,"Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar",2021,1 Season,"Action-Adventure, Buddy, Comedy",A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,disney,1,Season
s164,Movie,Most Wanted Sharks,sin dato,2020,44 min,"Animals & Nature, Documentary","In Most Wanted Sharks, Jeremiah Sullivan dives into the stories of shark all-stars.",disney,44,min
s165,Movie,Secrets of the Bull Shark,Keston John,2020,44 min,"Animals & Nature, Documentary",Secrets of the Bull Shark unravels the mystery of some of the most dangerous predators.,disney,44,min
s166,TV Show,Shark Attack Files,sin dato,2021,1 Season,"Animals & Nature, Docuseries, Reality",Learn the truth behind the most dramatic shark attacks of our time.,disney,1,Season
s167,Movie,Shark Attack Investigation: The Paige Winter Story,sin dato,2021,44 min,"Animals & Nature, Documentary",A teen survives facing one of the ocean’s deadliest predators.,disney,44,min
s168,Movie,Sharkcano,Dan Nachtrab,2020,44 min,"Animals & Nature, Documentary",Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.,disney,44,min
s169,Movie,We Bought a Zoo,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",2011,125 min,"Animals & Nature, Drama, Family",A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.,disney,125,min
s170,Movie,World's Biggest Bullshark,Jason Hildebrandt,2021,44 min,"Animals & Nature, Documentary","How one of the largest Bull Sharks ever caught, grew to become a giant.",disney,44,min
s171,Movie,World's Most Dangerous Shark?,Brain Cade,2021,44 min,"Animals & Nature, Documentary",Are Oceanic White Tips the most dangerous of all the sharks?,disney,44,min
s172,TV Show,So Random!,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",2011,1 Season,"Comedy, Coming of Age",A musical sketch comedy show.,disney,1,Season
s173,Movie,Flicka,"Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts",2006,95 min,"Animals & Nature, Coming of Age, Drama",A 14-year-old girl befriends a wild filly and tries to rescue the horse from a rodeo entrepreneur.,disney,95,min
s174,Movie,"Miraculous World: Shanghai, The Legend of Ladydragon","Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",2021,54 min,"Animation, Fantasy",Marinette heads to Shanghai to meet Adrien.,disney,54,min
s175,Movie,Orca vs. Great White,"Kina Scollay, Ingrid Visser, Ray Robertson",2021,44 min,"Animals & Nature, Documentary",Researchers investigate if orcas are hunting great whites in New Zealand.,disney,44,min
s176,Movie,Rogue Shark?,Mocean Melvin,2021,44 min,"Animals & Nature, Documentary","A vacation hot spot is rocked by a series of shark attacks, chaos reigns.",disney,44,min
s177,Movie,Shark Beach with Chris Hemsworth,Chris Hemsworth,2021,44 min,"Animals & Nature, Documentary",Chris Hemsworth investigates how we can live harmoniously with sharks.,disney,44,min
s178,Movie,Shark Gangs,sin dato,2021,44 min,"Animals & Nature, Documentary",Scientists investigate why some sharks roam the oceans in gangs.,disney,44,min
s179,Movie,The Croc That Ate Jaws,Dan Nachtrab,2021,44 min,"Animals & Nature, Documentary",What happens when two of the deadliest predators go head to head?,disney,44,min
s180,TV Show,When Sharks Attack,Eric Meyers,2013,7 Seasons,Reality,National Geographic investigates shark attacks.,disney,7,Seasons
s181,TV Show,Breaking Bobby Bones,Bobby Bones,2021,1 Season,"Action-Adventure, Docuseries, Reality",Bobby Bones travels to meet local heroes who challenge him to conquer their trades.,disney,1,Season
s182,TV Show,Mickey Mouse Mixed-Up Adventures,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile",2019,1 Season,"Animation, Kids, Sports",Hot Dog! Get mixed-up with Mickey and all of his pals!,disney,1,Season
s183,TV Show,Monsters at Work,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff",2021,1 Season,"Animation, Comedy, Family","""Monsters at Work"" tells the story of Tylor Tuskmon and his dream to become a Jokester.",disney,1,Season
s184,Movie,"The Good, The Bart, and The Loki","Dan Castellaneta, Nancy Cartwright, Yeardley Smith",2021,6 min,"Animation, Comedy, Fantasy","Banished from Asgard once again, Loki takes on the Simpsons and Springfield’s mightiest heroes.",disney,6,min
s185,TV Show,Disney Raven's Home,"Raven-Symoné , Issac Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",2016,4 Seasons,"Comedy, Family, Fantasy",Raven and Chelsea raise their three children together.,disney,4,Seasons
s186,Movie,The Sandlot,"Art La Fleur, Tom Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi, Marty York",1993,101 min,"Comedy, Coming of Age, Family",A shy boy moves to a new neighborhood and becomes involved with a ragtag baseball team.,disney,101,min
s187,Movie,The Sandlot 2,"Max Lloyd-Jones, James Willson, Samantha Burton, Brett Kelly, James Earl Jones, Cole Evan Weiss",2005,98 min,"Comedy, Sports","10 years after the events at The Sandlot, a team of boys and girls overcome an all-new challenge.",disney,98,min
s188,Movie,Adventures in Babysitting,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent Phillip D'Onofrio",1987,102 min,"Action-Adventure, Comedy, Coming of Age",A seemingly quiet night turns into a wild expedition for a teen babysitter.,disney,102,min
s189,TV Show,Running Wild with Bear Grylls,Bear Grylls,2019,2 Seasons,"Action-Adventure, Reality, Survival",Survivalist Bear Grylls takes celebrities on wild adventures they won’t forget.,disney,2,Seasons
s190,TV Show,The Mysterious Benedict Society,"Tony Hale, Kristen Schaal, Mystic Inscho, Seth Carr, Marta Kessler, Emmy DeOliveira",2021,1 Season,"Action-Adventure, Family",Four gifted orphans are recruited by the eccentric Mr. Benedict to save the world.,disney,1,Season
s191,Movie,Wolfgang,Wolfgang Puck,2021,80 min,"Biographical, Documentary",Wolfgang Puck persevered after a troubled childhood to become the world’s most famous chef.,disney,80,min
s192,TV Show,Dino Ranch,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",2021,1 Season,"Animation, Kids, Western","Join the Cassidy family on their ""prewestoric"" farm!",disney,1,Season
s193,TV Show,Disney Just Roll With It,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham",2018,2 Seasons,"Comedy, Family",This family's fate rests in the hands of the audience!,disney,2,Seasons
s194,TV Show,"Heartland Docs, DVM","Dr. Erin Schroeder, Dr. Ben Schroeder",2019,3 Seasons,"Animals & Nature, Docuseries, Family",Heartland vets Ben and Erin Schroeder live and work among farmers in the Midwest.,disney,3,Seasons
s195,Movie,Luca,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph, Marco Barricelli, Jim Gaffigan",2021,101 min,"Animation, Buddy, Coming of Age","Join Luca, a young sea monster, as he experiences an unforgettable summer on the Italian Riviera.",disney,101,min
s196,TV Show,Star Wars Vintage: Droids,"Anthony Daniels, R2-D2, Lesleh Donaldson, Andrew Sabiston, Don Francks, Dan Hennessey",1985,2 Seasons,"Action-Adventure, Animation, Fantasy",Share the early adventures of R2-D2 and C-3PO in this action-packed animated series!,disney,2,Seasons
s197,TV Show,Puppy Dog Pals,"Harland Williams, Isaac Brown, Jessica DiCicco, Sam Lavagnino, Leslie Baker, Tara Strong",2016,4 Seasons,"Animation, Kids",Two puppies are on a mission for fun and adventure!,disney,4,Seasons
s198,Movie,Strange Magic,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio, Kristin Chenoweth",2015,101 min,"Action-Adventure, Animation, Family",A tough fairy princess crosses paths with the sinister Bog King.,disney,101,min
s199,Movie,The Happiest Millionaire,"Fred MacMurray, Tommy Steele, Greer Garson, Geraldine Page, Gladys Cooper, Hermione Baddeley",1967,170 min,"Biographical, Coming of Age, Family",An immigrant finds a butler position in the home of a millionaire.,disney,170,min
s200,Movie,The Pacifier,"Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow, Max Thieriot, Chris Potter",2005,97 min,"Action-Adventure, Comedy, Spy/Espionage",A Navy SEAL gets his toughest mission yet: Babysitting.,disney,97,min
